before,在…之前,Wash your hands before you eat.,在你吃之前先洗手。
begin,開始,The movie will begin at six o'clock.,電影將在六點開始。
believe,相信,I believe in working hard to achieve my goals.,我相信努力工作可以實現我的目標。
belong,屬於,That book belongs to me.,那本書屬於我。
beside,在旁邊,Sit beside me on the bench.,坐在長椅的我的旁邊。
birthday,生日,My birthday is in July.,我的生日在七月。
bite,咬,"Be careful, the dog might bite.",小心，那隻狗可能會咬人。
blanket,毯子,I cover myself with a blanket when it's cold.,天冷時我用毯子蓋著自己。
blind,盲的,The blind student reads with a special device.,那位盲人學生用特殊設備閱讀。
block,街區,The school is two blocks away.,學校在兩個街區外。
blow,吹,Blow on the hot soup before you eat it.,在吃燙湯前先吹一下。
boat,船,We ride a boat on the lake during summer.,夏天我們在湖上坐船。
bored,感到厭煩的,I get bored when there is nothing to do.,沒事做時我會感到厭煩。
born,出生的；天生的,He was born in 2008.,他出生於2008年。
borrow,借入,May I borrow your eraser?,我可以借你的橡皮擦嗎？
boss,老闆；上司,Her boss praised her work.,她的老闆讚揚了她的工作。
both,兩者,Both of my sisters play piano.,我的兩個妹妹都會彈鋼琴。
bottle,瓶子,Bring a water bottle to gym class.,去體育課時帶一個水瓶。
bottom,底部,Look at the bottom of the book for the index.,看書底部的索引。
bow,鞠躬,The actor will bow to the audience.,演員會向觀眾鞠躬。
bridge,橋樑,We walked across the bridge to get to the park.,我們走過橋樑到達公園。
bright,明亮的,The room is bright thanks to the large windows.,由於有大窗戶，這間房間很明亮。
bring,攜帶；帶來,Please bring your workbook tomorrow.,請明天帶上你的作業本。
brown,棕色(的),I have a brown backpack.,我有一個棕色的書包。
bug,蟲子,I found a bug crawling on the window.,我發現一隻蟲子在窗戶上爬行。
build,建造；建立,They build a sandcastle on the beach.,他們在海灘上建造沙堡。
burn,發熱；燃燒,Be careful not to burn your hand on the stove.,小心別把手燙傷在爐子上。
business,事業,He works in his family's business.,他在家族事業工作。
businessman,商人,The businessman traveled abroad for a meeting.,那位商人出國開會。
busy,忙碌的,Mom is busy cooking dinner.,媽媽正忙著做晚餐。
buy,購買,I will buy a gift for my friend.,我會為我的朋友買一份禮物。
cage,籠子,The bird sings in its cage every morning.,那隻鳥每天早上在籠子裡唱歌。
camera,照相機,She uses a camera to take photos.,她用照相機拍照。
candle,蠟燭,They lit a candle at the head of the birthday cake.,他們在生日蛋糕前插上一根蠟燭並點燃。
cap,帽子,He wears a cap when he plays baseball.,他打棒球時戴帽子。
care,關心；喜歡,She takes care of her little brother every day.,她每天照顧她的弟弟。
careful,小心的,Be careful when you cross the street.,過馬路時要小心。
case,情況,"In that case, we should leave early.",在那種情況下，我們應該早點離開。
celebrate,慶祝,We celebrate Teacher's Day with a small party.,我們用小型派對慶祝教師節。
cent,分（錢）,The candy costs fifty cents.,這顆糖果要價五十分錢。
centimeter,公分,The book is twenty centimeters long.,這本書長二十公分。
chalk,粉筆,Write on the board with chalk.,用粉筆在黑板上寫字。
chance,機會,I want to get a chance to perform in the school play.,我想得到機會在校園劇中表演。
change,零錢；改變,I need change to buy a snack.,我需要零錢買點心。
cheap,便宜的,These shoes are very cheap.,這雙鞋子很便宜。
cheat,作弊,Don't cheat on the exam; be honest.,考試時不要作弊，要誠實。
cheer,鼓舞；歡呼,The crowd will cheer for the winning team.,人群會為獲勝的隊伍歡呼。
chess,西洋棋,They play chess after class.,他們課後下西洋棋。
choose,選擇,Choose a book you like for silent reading time.,在安靜閱讀時間，選擇一本你喜歡的書。
church,教堂,We go to church on Sunday morning.,我們星期天早上去教堂。
circle,圓圈,Please draw a circle around the correct answer.,請在正確的答案周圍畫一個圓圈。
class leader,班長,The class leader hands out the worksheets.,班長發放工作紙。
club,社團,I joined the art club at school.,我加入了學校的美術社團。
collect,收集,He likes to collect stamps from different countries.,他喜歡收集來自不同國家的郵票。
comfortable,舒適的,This chair is very comfortable to sit on.,這張椅子坐起來非常舒適。
convenient,便利的,Living near the station is very convenient.,住在車站附近非常便利。
copy,抄寫；複製,Please copy the notes from the board into your notebook.,請把黑板上的筆記抄到你的筆記本裡。
cross,跨越,Cross the street at the crosswalk.,在斑馬線處過馬路。
cry,哭；大叫,Babies often cry when they are hungry.,嬰兒餓了時常常會哭。
cut,切；傷口,Be careful not to cut your finger when you slice the bread.,當你切麵包時，小心別割到手指。
dead,死亡的,The flowers are dead because you forgot to water them.,你忘了澆水，花都枯死了。
deal,處理,He will deal with the problem after class.,他會在下課後處理這個問題。
decide,決定,I need to decide which book to read first.,我需要決定先讀哪一本書。
die,死亡,The flowers will die without water.,花若沒水就會枯死。
doorbell,門鈴,Ring the doorbell when you arrive at her house.,到她家時請按門鈴。
dot,點點,Draw a dot at the end of each sentence.,在每個句子末尾畫一個點。
drop,掉落；滴下,Be careful not to drop the vase.,小心別把花瓶掉落。
each,每一；每個,Each student must bring a pencil to class.,每個學生都必須帶鉛筆來上課。
earth,地球,Astronauts study earth from space.,太空人從太空中研究地球。
enter,進入,Enter the classroom quietly.,輕聲地進入教室。
envelope,信封,Put the letter inside the envelope.,把信放進信封裡。
ever,曾經,Have you ever been to Tokyo?,你曾經去過東京嗎？
every,每一個的,Every student needs to bring a notebook.,每位學生都需要帶筆記本。
example,例子,The teacher gave an example to explain the rule.,老師給了一個例子來解釋這個規則。
excellent,優秀的,She did an excellent job on her science project.,她在科學專題上做得很優秀。
excited,感到興奮的,She was excited to go on the school trip.,她對校外教學感到很興奮。
exciting,令人興奮的,The roller coaster ride was very exciting.,過山車遊樂設施非常令人興奮。
excuse,藉口；道歉；原諒,Excuse me for being late to class.,對不起，我上課遲到了。
experience,經驗；經歷,She shared her experience of traveling abroad.,她分享了出國旅行的經歷。
fact,事實,It's a fact that plants need sunlight to grow.,植物需要陽光才能生長，這是一個事實。
fail,不及格；失敗,If you don't study, you might fail the test.,如果你不讀書，你可能會考試不及格。
famous,有名的,The famous singer visited our school.,那位有名的歌手來訪我們學校。
few,不多的；很少的,Only a few students stayed after class for help.,只有少數學生下課後留下來請教。
fill,裝滿,Please fill the water bottle before the hike.,請在健行前把水瓶裝滿。
fire,火,The campers gathered around the fire to roast marshmallows.,露營者聚集在火邊烤棉花糖。
fix,修理；確定,He learned how to fix his bike after it broke.,自行車壞了之後，他學會了如何修理。
foreign,外國的,She studies foreign languages at school.,她在學校學習外國語。
fresh,新鮮的,We picked fresh strawberries from the farm.,我們從農場採摘了新鮮的草莓。
friendly,友善的,The neighbors are very friendly to us.,鄰居對我們非常友善。
gate,大門,Please wait for me at the school gate.,請在學校大門等我。
gas,瓦斯；汽油,We need to fill the car with gas before the trip.,旅行前我們需要把車加滿汽油。
giant,巨人；巨大的,In the fairy tale, a giant guards the castle.,在童話裡，一個巨人守護著城堡。
glad,高興的,I am glad we won the game today.,我很高興我們今天贏得了比賽。
glue,膠水,Use glue to stick the pieces together.,用膠水把零件黏在一起。
goose,鵝,A goose swam across the pond.,一隻鵝游過池塘。
gram,公克,One hundred grams of sugar is in the recipe.,食譜中需要一百公克的糖。
ground,地面,The children sit on the ground to play.,孩子們坐在地面上玩。
grow,種植；發展,We grow tomatoes in our garden every summer.,我們每年夏天在花園裡種植番茄。
guava,芭樂,Guava is green on the outside.,芭樂外皮是綠色的。
halloween,萬聖節,We wear costumes and go trick-or-treating on Halloween.,萬聖節時我們穿上服裝去要糖果。
hang,掛；懸吊,Please hang your coat on that hook.,請把外套掛在那個掛勾上。
headache,頭痛,I have a headache after studying all afternoon.,下午一直念書之後我頭痛。
heavy,重的,This box is too heavy for me to lift.,這個箱子對我來說太重了，無法抬起。
hen,母雞,The hen laid five eggs this morning.,這隻母雞今天早上下了五顆蛋。
herself,她自己,She cooked dinner by herself.,她自己煮晚餐。
hide,躲藏,He likes to hide behind the tree during games.,他喜歡在遊戲時躲在樹後面。
himself,他自己,He fixed the bike himself.,他自己修好了那輛自行車。
honest,誠實的,Be honest with your friends.,對朋友要誠實。
hope,希望,I hope I can visit my grandparents during the holiday.,我希望假期期間可以去探望祖父母。
however,然而,However, it started to rain.,然而，開始下雨了。
hunt,打獵,My grandfather used to hunt in the forest.,我爺爺以前在森林裡打獵。
hurry,匆忙；趕快,Hurry up or we will be late.,快一點，否則我們會遲到。
ice,冰,The pond froze and turned to ice overnight.,池塘一夜之間結冰變成冰面。
if,如果；是否,Let me know if you need any help.,如果你需要幫助，請告訴我。
inch,英吋,Measure the length of the book in inches.,用英吋測量這本書的長度。
inside,在…的裡面；在裡面,Please stay inside the classroom until the bell rings.,請待在教室裡面直到下課鈴響。
interest,興趣,I have an interest in science.,我對科學有興趣。
interested,感興趣的,She is interested in learning English.,她對學英語感興趣。
interview,面談；面試,She has an interview for a summer job tomorrow.,她明天有一個暑期工作的面試。
into,到…之中,Jump into the water, it's fun to swim!,跳進水裡，游泳很有趣！
itself,它自己,The cat cleaned itself.,那隻貓自己清潔。
joy,喜悅,She felt great joy when she saw her test score.,當她看到考試成績時感到非常喜悅。
kill,殺,The farmer uses a trap to kill weeds.,農夫用陷阱除草。
kilogram,公斤,This bag of rice weighs one kilogram.,這袋米重一公斤。
knock,敲；打,Knock gently on the door before you enter.,進屋前請輕輕敲門。
knowledge,知識,Reading books helps you gain knowledge.,閱讀書籍幫助你獲得知識。
lamp,檯燈,She turned on the lamp to read her book at night.,她晚上打開檯燈看書。
lantern,燈籠；提燈,Children carry lanterns during the mid‐autumn festival.,中秋節時孩子們提著燈籠。
large,大的,They lived in a large house near the lake.,他們住在靠近湖邊的一棟大房子裡。
laugh,笑,They laugh at the funny joke during recess.,課間休息時他們因為那個好笑的笑話而笑。
lazy,懶散的,The lazy cat sleeps on the sofa all day.,那隻懶散的貓整天躺在沙發上睡覺。
lead,領導,She will lead the team in the next game.,她將在下一場比賽中領導球隊。
leader,領導者,The leader guided the group up the mountain.,領導者帶領小組爬上山。
leave,離開；遺忘,Don't leave your umbrella at school when it rains.,下雨時不要把傘留在學校。
lemon,檸檬,Lemon juice is very sour.,檸檬汁非常酸。
less,較少的,We have less homework today.,我們今天的作業比較少。
let,讓,Let me help you carry your backpack.,讓我幫你背書包。
lid,蓋子,Put the lid on the jar after you finish.,用完後把蓋子蓋上罐子。
lie,說謊；謊言,Don't lie to your parents.,不要對你的父母說謊。
light,燈光；光線；輕的,Turn on the light so we can see the path.,打開燈光，讓我們看清道路。
lonely,孤獨的,She felt lonely after moving to a new city.,搬到新城市後，她感到很孤獨。
loud,大聲的；吵鬧的,The music was so loud that we had to cover our ears.,音樂非常大聲，我們不得不用手捂住耳朵。
low,低的,The battery is low, so please charge your tablet.,電池電量低，請為你的平板充電。
mad,生氣的；瘋狂的,He was so mad when he lost the game.,當他輸掉比賽時，他非常生氣。
magic,魔力；魔術；魔術的,He performed a magic trick with cards.,他用牌表演了一個魔術。
married,已婚的,My aunt is married to a doctor.,我的阿姨已婚，她的丈夫是一位醫生。
mask,面具；口罩,He wore a mask at the school play.,他在校劇中戴著面具。
mat,踏墊；墊子,Wipe your feet on the mat before entering the house.,進屋前請先在踏墊上擦腳。
matter,事情,It does not matter if you are late once.,偶爾遲到一次並不重要。
medium,中等的,He likes his coffee at medium temperature.,他喜歡中等溫度的咖啡。
meeting,會議,We have a meeting every Monday.,我們每個星期一都開會。
million,百萬,The population of the city is over one million.,這個城市的人口超過一百萬。
mile,英里,They ran five miles in the marathon.,他們在馬拉松中跑了五英里。
modern,現代的；時髦的,They live in a modern house with big windows.,他們住在一棟有大窗戶的現代房子裡。
moment,時刻,Wait a moment, I need to tie my shoe.,等一下，我需要綁鞋帶。
more,更多的,I want more pages to read.,我想要更多頁面來閱讀。
most,最多的；多數的,She has the most stickers in the class.,她在班上擁有最多的貼紙。
move,搬；感動,Please help me move the table to the corner.,請幫我把桌子搬到角落。
mud,泥巴,His shoes were covered in mud after the soccer game.,足球賽後，他的鞋子全是泥巴。
myself,我自己,I can do it myself.,我自己能做到。
national,國家的,They fly the national flag at the town square.,他們在鎮廣場上升起國旗。
nature,大自然,We love exploring nature on our camping trips.,我們喜歡在露營旅行中探索大自然。
neighbor,鄰居,My neighbor waters my plants when I'm away.,我不在時，我的鄰居會幫我澆花。
newspaper,報紙,He reads the newspaper every morning.,他每天早上看報紙。
nod,點頭,She gave me a nod to say hello.,她向我點頭打招呼。
notice,注意,Please notice the sign that says 'Keep Off the Grass.',請注意寫著『請勿踩踏草皮』的告示。
oil,油,Add a little oil to the pan before cooking.,煮飯前先在鍋裡加一點油。
over,結束；超過,The cat jumped over the wall to catch the bird.,那隻貓跳過牆壁去追那隻鳥。
package,包裹；包裝,The delivery man dropped off a package at our door.,送貨員把一個包裹放在我們家門口。
pack,包；裝箱,I need to pack my clothes for the weekend trip.,我需要為週末旅行把衣服打包。
page,頁,Turn to page twenty in your workbook.,翻到你的作業本第二十頁。
paint,動畫圖；油漆,Please paint the wall blue.,請把牆壁漆成藍色。
papaya,木瓜,Papaya is sweet and delicious.,木瓜又甜又美味。
pass,經過；通過,We pass the library on our way to school.,我們上學的路上會經過圖書館。
paste,黏貼,Paste the picture into your notebook.,把圖片黏貼到你的筆記本上。
perhaps,或許,Perhaps we can go to the zoo this weekend.,或許我們這個週末可以去動物園。
piece,件；片,Give me one piece of paper, please.,請給我一張紙。
pin,大頭針；別針,Use a pin to attach the note to the board.,用大頭針把便條釘在板子上。
pipe,水管,The plumber fixed the broken pipe under the sink.,水電工修好了水槽下壞掉的水管。
planet,星球；行星,Earth is our home planet.,地球是我們的家園星球。
playground,遊樂場；運動場,We meet our friends at the playground after school.,放學後我們在遊樂場與朋友碰面。
please,請；取悅,Please sit down and enjoy the show.,請坐下，欣賞表演。
pleasure,快樂；喜悅,It is a pleasure to meet you.,很高興見到你。
polite,有禮貌的,Be polite to your teachers.,對老師要有禮貌。
pond,池塘,Ducks swim in the pond every morning.,鴨子每天早上在池塘裡游泳。
popcorn,爆米花,We eat popcorn at the movie theater.,我們在電影院吃爆米花。
possible,可能的,Is it possible to finish early?,有可能提前完成嗎？
pound,磅,He lifted a ten-pound weight at the gym.,他在健身房舉起了十磅重物。
preparation,準備,Good preparation helped him do well in the contest.,良好的準備幫助他在比賽中表現優異。
prize,獎品,She won a prize for her drawing in the contest.,她在比賽中因畫作獲得獎品。
public,公眾；公共的,This is a public park.,這是一個公共公園。
puppy,幼犬,The puppy plays with a ball in the yard.,幼犬在院子裡玩球。
rainbow,彩虹,We saw a rainbow after the rain stopped.,雨停後我們看到了一道彩虹。
ready,準備好的,Are you ready for the test?,你準備好考試了嗎？
real,真實的,Is this a real diamond or a fake?,這是真實的鑽石還是假的？
repeat,重複,Can you repeat the instructions so everyone can hear them?,你能重複一次指示，讓大家都能聽到嗎？
rest,休息,Take a rest before you continue studying.,在繼續學習前先休息一下。
restaurant,餐廳,We celebrate our birthday at a restaurant.,我們在餐廳慶祝生日。
restroom,廁所,Where is the restroom in this building?,這棟建築物的廁所在哪裡？
rich,富有的；豐富的,The rich man donated money to charity.,那位富有的人向慈善機構捐款。
rise,上升；升起,The sun will rise at six o'clock tomorrow morning.,明天早上六點太陽會升起。
river,河流,The children played by the river on a sunny day.,孩子們在一個陽光明媚的日子裡在河邊玩耍。
rock,石頭,He skipped a rock across the pond.,他把一塊石頭在池塘上打水漂。
roll,滾動；晃動,The ball will roll down the hill.,球會從小山滾下來。
row,排；列,Please sit in a row during assembly.,請在集合時排成一列。
rule,規則；統治；裁決,The teacher explains the rules before we start the game.,老師在我們開始遊戲前說明規則。
safe,安全的,Always wear a helmet to stay safe when you ride a bike.,騎腳踏車時一定要戴安全帽才能保持安全。
salt,鹽,Add a pinch of salt to the soup.,在湯裡加一小撮鹽。
scared,感到害怕的,He was scared when he saw the big dog.,看到那隻大狗時他感到很害怕。
screen,螢幕,The teacher shows the video on the screen.,老師在螢幕上播放影片。
secretary,秘書,The secretary answers phone calls at the office.,秘書在辦公室接電話。
seed,種子,She plants a seed in the pot.,她在花盆裡種下一粒種子。
senior high school,高中,He will start senior high school next year.,他明年將開始讀高中。
serious,嚴肅的；認真的,He looks serious during the exam.,他在考試時表情很嚴肅。
set,創立；擺設,Please set the table before dinner.,請在晚餐前擺好桌子。
several,數個的,I have visited several countries in Asia.,我已經去過亞洲的數個國家。
shape,形狀；樣子,What shape is the sun in the drawing?,畫中太陽是什麼形狀？
sharp,鋒利的；劇烈的,Be careful with that knife; it is very sharp.,要小心那把刀，它非常鋒利。
shine,發光；照耀,The sun will shine tomorrow.,明天太陽會照耀。
shy,害羞的,She is too shy to speak in front of the class.,她太害羞，無法在全班面前講話。
sidewalk,人行道,Walk on the sidewalk, not in the street.,在人行道上走，不要在人行道外走。
sight,視力；景象,The mountain view is a beautiful sight.,那座山的景象非常美麗。
simple,簡單的,This math problem is very simple.,這道數學題非常簡單。
since,自從；因為,She has been happy since she got a new puppy.,自從她得到一隻新小狗後，她一直很開心。
size,尺寸,What size shoes do you wear?,你穿什麼尺寸的鞋？
slide,滑動；滑坡,Please slide the door open slowly.,請慢慢地把門滑開。
smell,氣味；聞,I smell cookies baking in the oven.,我聞到烤箱裡餅乾的香味。
smile,微笑,Her smile brightened everyone's day.,她的微笑讓大家的心情都變好了。
smoke,菸；抽菸,The campfire started to smoke when the wind blew.,風一吹，營火就冒起了煙。
snack,點心；小吃,I eat a snack after school every day.,我每天放學後都吃點心。
somewhere,某處,I left my book somewhere in the classroom.,我把書放在教室的某處。
sound,聲音；聽,Do you hear the sound of birds in the morning?,你聽到早晨鳥兒的聲音嗎？
space,空位；太空,We need space to play basketball.,我們需要空間來打籃球。
stand,站住；攤子,Please stand in line.,請站隊。
strange,奇怪的,It felt strange to walk in the dark forest.,在黑暗的森林中行走讓人感到奇怪。
stupid,愚笨的,That was a stupid mistake.,那是一個愚笨的錯誤。
successful,成功的,She felt successful after finishing the race.,她跑完比賽後感到很成功。
surprise,驚喜；(使)驚喜,They planned a surprise party for her birthday.,他們為她的生日策劃了一場驚喜派對。
surprised,感到驚訝的,She was surprised by the unexpected gift.,她對那份意外的禮物感到驚訝。
sweet,甜美的,The cake tastes sweet and soft.,蛋糕嘗起來甜美又鬆軟。
swing,搖擺；鞦韆,The children love to swing at the playground.,孩子們喜歡在遊樂場的鞦韆上搖擺。
tape,錄音帶,We play the tape in music class.,我們在音樂課播放錄音帶。
taste,味道；嚐,Please taste the soup and tell me if it needs salt.,請嚐嚐湯，告訴我是否需要加鹽。
than,比,My brother is taller than me.,我哥哥比我高。
themselves,他們自己,They painted the fence themselves.,他們自己粉刷了圍欄。
thick,厚的,The book has a thick cover to protect the pages.,這本書有一個厚的書皮來保護頁面。
tidy,整齊的；整理,Please tidy your desk before you leave.,離開前請整理好你的書桌。
tie,繫；打結,Please tie your shoe laces before you run.,跑步前請先把鞋帶繫好。
tool,工具,He uses a tool to fix the bike.,他用工具修理自行車。
top,頂部,She stood on the top of the hill and waved.,她站在山頂上揮手。
total,總計；全部的,The total cost is fifty dollars.,總計花費是五十元。
touch,觸摸；感動,"Don't touch the hot pan, it's too hot.",不要觸摸那個熱鍋，非常燙。
traffic,交通,Traffic is heavy on this road during rush hour.,在尖峰時段這條路的交通很擁擠。
treat,款待；對待；處理,She will treat her friends to ice cream after school.,她放學後要請朋友們吃冰淇淋。
typhoon,颱風,The typhoon will reach us tomorrow.,颱風明天會到達我們這裡。
unhappy,不快樂的,He was unhappy because he missed the bus.,因為他錯過了公車，他感到不快樂。
uniform,制服,Students must wear their uniform to school every day.,學生每天都必須穿制服上學。
useful,實用的,This dictionary is very useful for learning new words.,這本字典對學習新單字非常實用。
video,錄影帶,The teacher shows a video about history.,老師播放一段關於歷史的錄影帶。
watermelon,西瓜,We eat watermelon in summer.,夏天我們吃西瓜。
wave,波浪；海浪,The surfers rode the big wave at sunrise.,衝浪者在日出時騎著大浪。
whose,誰的,Whose backpack is this on the desk?,桌上的書包是誰的？
wind,風,The wind blew her hair as she walked by the sea.,當她在海邊散步時，風吹動了她的頭髮。
without,沒有,You cannot leave without a permission slip.,沒有請假單你不能離開。
yourselves,你們自己,Be proud of yourselves!,為你們自己感到驕傲！
yourself,你自己,Take care of yourself when you travel.,旅行時要照顧好你自己。
word,zh,en_sentence,zh_sentence
American,美國人,My teacher is an American.,我的老師是一位美國人。
Dr.,博士；醫生,Dr. Lee helps patients feel better.,李醫生幫助病人感覺好一點。
Easter,復活節,We hunt for eggs on Easter.,復活節我們去尋蛋。
Father's Day,父親節,We give gifts on Father's Day.,我們在父親節送禮物。
Halloween,萬聖節,We wear costumes and go trick-or-treating on Halloween.,萬聖節時我們穿上服裝去要糖果。
Internet,網際網路,I research information on the Internet for my report.,我在網際網路上查資料做報告。
Moon Festival,中秋節,We eat mooncakes on Moon Festival.,中秋節我們吃月餅。
Mother's Day,母親節,We give flowers on Mother's Day.,我們在母親節送花。
Ms.,小姐,Ms. Chen is our new English teacher.,陳小姐是我們的新英語老師。
R.O.C.,中華民國,The flag of the R.O.C. flies on the building.,中華民國的國旗飄揚在那棟建築上。
Teacher's Day,教師節,We give cards on Teacher's Day.,我們在教師節送卡片。
USA,美國,He hopes to study in the USA.,他希望到美國念書。
about,大約；關於,This book is about animals.,這本書是關於動物的。
abroad,到國外；在國外,She studies abroad next year.,她明年到國外念書。
across,橫越；穿過,We walk across the bridge.,我們穿過那座橋。
actress,女演員,The actress performed on stage.,那位女演員在舞臺上表演。
afraid,害怕的,She is afraid of spiders.,她害怕蜘蛛。
after,在…之後,Let's play soccer after school.,放學之後我們來踢足球。
again,再一次,Please say that again.,請再說一次。
agree,同意,I agree with your idea.,我同意你的想法。
air,空氣,Open the window to let fresh air into the room.,打開窗戶讓新鮮空氣進入房間。
airplane,飛機,The airplane flies above the clouds.,飛機飛在雲上。
airport,機場,They arrived at the airport early in the morning.,他們一大早就到達機場。
all,全部的；整個的,All students must bring their books.,所有學生都必須帶書來。
almost,幾乎,I almost missed the bus.,我差點錯過公車。
along,沿著,We walk along the river every weekend.,我們每個週末沿著河邊散步。
already,已經,I already finished my lunch.,我已經吃完午餐了。
also,也,"I like ice cream, and I also like cake.",我喜歡冰淇淋，也喜歡蛋糕。
although,雖然,"Although it was raining, they still played soccer.",雖然下雨，他們仍然踢足球。
another,另一個的,I want another piece of cake.,我想要另一塊蛋糕。
anything,任何事情,Is there anything I can help with?,有什麼我可以幫忙的嗎？
apartment,公寓,She lives in an apartment building.,她住在一棟公寓大樓裡。
appear,出現,A rainbow will appear after the rain.,雨後會出現彩虹。
arm,手臂,He holds the book in his arm.,他用手臂抱著書。
around,在…附近,There are many shops around the school.,學校附近有很多商店。
arrive,到達,We arrive at school at eight o'clock.,我們八點到達學校。
as,作為；依照,She works as a volunteer on weekends.,她週末作為志工工作。
attack,攻擊,The cat tried to attack the mouse.,那隻貓想攻擊那隻老鼠。
autumn,秋季；秋天,Leaves change color in autumn.,葉子在秋天變色。
away,離…多遠,The school is two kilometers away.,學校離這裡兩公里遠。
badminton,羽球,They play badminton after school.,他們放學後打羽球。
bake,烘焙,My mom will bake a cake for my birthday.,我媽媽會為我的生日烘焙蛋糕。
bakery,麵包店,The bakery near my house sells fresh bread.,我家附近的麵包店賣新鮮麵包。
band,樂團,The band plays music at the concert.,那個樂團在音樂會上演奏。
barbecue,烤肉；烤肉野餐,They barbecue chicken in the backyard on weekends.,他們週末在後院烤雞。
base,基地；總部,The scouts set up base near the lake.,童子軍在湖邊建立了基地。
basket,籃子,I carry apples in a basket to the picnic.,我用籃子把蘋果帶到野餐。
bath,澡,I take a bath every night.,我每天晚上洗澡。
beach,海灘,We built a sandcastle on the beach yesterday.,我們昨天在海灘上堆了一座沙堡。
because,因為,I am happy because I passed the test.,因為我考試及格，所以很開心。
become,變成；成為,He wants to become a doctor when he grows up.,他長大後想成為一名醫生。
before,在…之前,Wash your hands before you eat.,在你吃之前先洗手。
begin,開始,The movie will begin at six o'clock.,電影將在六點開始。
believe,相信,I believe in working hard to achieve my goals.,我相信努力工作可以實現我的目標。
belong,屬於,That book belongs to me.,那本書屬於我。
beside,在旁邊,Sit beside me on the bench.,坐在長椅的我的旁邊。
birthday,生日,My birthday is in July.,我的生日在七月。
bite,咬,"Be careful, the dog might bite.",小心，那隻狗可能會咬人。
